STATION_ID,DURATION,SENSOR_NUMBER,SENSOR_TYPE,DATE TIME,OBS DATE,VALUE,DATA_FLAG,UNITS
BTC,D,41,M FLOW,20150623 0000,20150623 0000,4662, ,CFS
BTC,D,41,M FLOW,20150624 0000,20150624 0000,4640, ,CFS
BTC,D,41,M FLOW,20150625 0000,20150625 0000,4599, ,CFS
BTC,D,41,M FLOW,20150626 0000,20150626 0000,4545, ,CFS
BTC,D,41,M FLOW,20150627 0000,20150627 0000,4541, ,CFS
BTC,D,41,M FLOW,20150628 0000,20150628 0000,4545, ,CFS
BTC,D,41,M FLOW,20150629 0000,20150629 0000,4617, ,CFS
BTC,D,41,M FLOW,20150630 0000,20150630 0000,4655, ,CFS
BTC,D,41,M FLOW,20150701 0000,20150701 0000,4622, ,CFS
BTC,D,41,M FLOW,20150702 0000,20150702 0000,4575, ,CFS
BTC,D,41,M FLOW,20150703 0000,20150703 0000,4565, ,CFS
BTC,D,41,M FLOW,20150704 0000,20150704 0000,4547, ,CFS
BTC,D,41,M FLOW,20150705 0000,20150705 0000,4563, ,CFS
BTC,D,41,M FLOW,20150706 0000,20150706 0000,4586, ,CFS
BTC,D,41,M FLOW,20150707 0000,20150707 0000,4628, ,CFS
BTC,D,41,M FLOW,20150708 0000,20150708 0000,4636, ,CFS
BTC,D,41,M FLOW,20150709 0000,20150709 0000,4674, ,CFS
BTC,D,41,M FLOW,20150710 0000,20150710 0000,4708, ,CFS
BTC,D,41,M FLOW,20150711 0000,20150711 0000,4733, ,CFS
BTC,D,41,M FLOW,20150712 0000,20150712 0000,4769, ,CFS
BTC,D,41,M FLOW,20150713 0000,20150713 0000,4806, ,CFS
BTC,D,41,M FLOW,20150714 0000,20150714 0000,4872, ,CFS
BTC,D,41,M FLOW,20150715 0000,20150715 0000,4963, ,CFS
BTC,D,41,M FLOW,20150716 0000,20150716 0000,4776, ,CFS
BTC,D,41,M FLOW,20150717 0000,20150717 0000,4704, ,CFS
BTC,D,41,M FLOW,20150718 0000,20150718 0000,4611, ,CFS
BTC,D,41,M FLOW,20150719 0000,20150719 0000,4580, ,CFS
BTC,D,41,M FLOW,20150720 0000,20150720 0000,4595, ,CFS
BTC,D,41,M FLOW,20150721 0000,20150721 0000,4675, ,CFS
BTC,D,41,M FLOW,20150722 0000,20150722 0000,4632, ,CFS
BTC,D,41,M FLOW,20150723 0000,20150723 0000,4600, ,CFS
BTC,D,41,M FLOW,20150724 0000,20150724 0000,4560, ,CFS
BTC,D,41,M FLOW,20150725 0000,20150725 0000,4546, ,CFS
BTC,D,41,M FLOW,20150726 0000,20150726 0000,4538, ,CFS
BTC,D,41,M FLOW,20150727 0000,20150727 0000,4561, ,CFS
BTC,D,41,M FLOW,20150728 0000,20150728 0000,4534, ,CFS
BTC,D,41,M FLOW,20150729 0000,20150729 0000,4703, ,CFS
BTC,D,41,M FLOW,20150730 0000,20150730 0000,4564, ,CFS
BTC,D,41,M FLOW,20150731 0000,20150731 0000,4497, ,CFS
BTC,D,41,M FLOW,20150801 0000,20150801 0000,4516, ,CFS
BTC,D,41,M FLOW,20150802 0000,20150802 0000,4512, ,CFS
BTC,D,41,M FLOW,20150803 0000,20150803 0000,4566, ,CFS
BTC,D,41,M FLOW,20150804 0000,20150804 0000,4647, ,CFS
BTC,D,41,M FLOW,20150805 0000,20150805 0000,4741, ,CFS
BTC,D,41,M FLOW,20150806 0000,20150806 0000,4759, ,CFS
BTC,D,41,M FLOW,20150807 0000,20150807 0000,4784, ,CFS
BTC,D,41,M FLOW,20150808 0000,20150808 0000,4901, ,CFS
BTC,D,41,M FLOW,20150809 0000,20150809 0000,4922, ,CFS
BTC,D,41,M FLOW,20150810 0000,20150810 0000,4972, ,CFS
BTC,D,41,M FLOW,20150811 0000,20150811 0000,5063, ,CFS
BTC,D,41,M FLOW,20150812 0000,20150812 0000,5129, ,CFS
BTC,D,41,M FLOW,20150813 0000,20150813 0000,5070, ,CFS
BTC,D,41,M FLOW,20150814 0000,20150814 0000,4993, ,CFS
BTC,D,41,M FLOW,20150815 0000,20150815 0000,5004, ,CFS
BTC,D,41,M FLOW,20150816 0000,20150816 0000,4939, ,CFS
BTC,D,41,M FLOW,20150817 0000,20150817 0000,5047, ,CFS
BTC,D,41,M FLOW,20150818 0000,20150818 0000,5067, ,CFS
BTC,D,41,M FLOW,20150819 0000,20150819 0000,5109, ,CFS
BTC,D,41,M FLOW,20150820 0000,20150820 0000,5104, ,CFS
BTC,D,41,M FLOW,20150821 0000,20150821 0000,5185, ,CFS
BTC,D,41,M FLOW,20150822 0000,20150822 0000,5253, ,CFS
BTC,D,41,M FLOW,20150823 0000,20150823 0000,5339, ,CFS
BTC,D,41,M FLOW,20150824 0000,20150824 0000,5476, ,CFS
BTC,D,41,M FLOW,20150825 0000,20150825 0000,5541, ,CFS
BTC,D,41,M FLOW,20150826 0000,20150826 0000,5549, ,CFS
BTC,D,41,M FLOW,20150827 0000,20150827 0000,5550, ,CFS
BTC,D,41,M FLOW,20150828 0000,20150828 0000,5535, ,CFS
BTC,D,41,M FLOW,20150829 0000,20150829 0000,5632, ,CFS
BTC,D,41,M FLOW,20150830 0000,20150830 0000,5544, ,CFS
BTC,D,41,M FLOW,20150831 0000,20150831 0000,5731, ,CFS
BTC,D,41,M FLOW,20150901 0000,20150901 0000,5772, ,CFS
BTC,D,41,M FLOW,20150902 0000,20150902 0000,5829, ,CFS
BTC,D,41,M FLOW,20150903 0000,20150903 0000,5809, ,CFS
BTC,D,41,M FLOW,20150904 0000,20150904 0000,5785, ,CFS
BTC,D,41,M FLOW,20150905 0000,20150905 0000,5894, ,CFS
BTC,D,41,M FLOW,20150906 0000,20150906 0000,5964, ,CFS
BTC,D,41,M FLOW,20150907 0000,20150907 0000,6058, ,CFS
BTC,D,41,M FLOW,20150908 0000,20150908 0000,6116, ,CFS
BTC,D,41,M FLOW,20150909 0000,20150909 0000,6047, ,CFS
BTC,D,41,M FLOW,20150910 0000,20150910 0000,5992, ,CFS
BTC,D,41,M FLOW,20150911 0000,20150911 0000,5987, ,CFS
BTC,D,41,M FLOW,20150912 0000,20150912 0000,5991, ,CFS
BTC,D,41,M FLOW,20150913 0000,20150913 0000,6037, ,CFS
BTC,D,41,M FLOW,20150914 0000,20150914 0000,6117, ,CFS
BTC,D,41,M FLOW,20150915 0000,20150915 0000,6196, ,CFS
BTC,D,41,M FLOW,20150916 0000,20150916 0000,6198, ,CFS
BTC,D,41,M FLOW,20150917 0000,20150917 0000,6220, ,CFS
BTC,D,41,M FLOW,20150918 0000,20150918 0000,6254, ,CFS
BTC,D,41,M FLOW,20150919 0000,20150919 0000,6282, ,CFS
BTC,D,41,M FLOW,20150920 0000,20150920 0000,6291, ,CFS
BTC,D,41,M FLOW,20150921 0000,20150921 0000,6299, ,CFS
BTC,D,41,M FLOW,20150922 0000,20150922 0000,6265, ,CFS
BTC,D,41,M FLOW,20150923 0000,20150923 0000,6228, ,CFS
BTC,D,41,M FLOW,20150924 0000,20150924 0000,6208, ,CFS
BTC,D,41,M FLOW,20150925 0000,20150925 0000,6148, ,CFS
BTC,D,41,M FLOW,20150926 0000,20150926 0000,6018, ,CFS
BTC,D,41,M FLOW,20150927 0000,20150927 0000,5957, ,CFS
BTC,D,41,M FLOW,20150928 0000,20150928 0000,5945, ,CFS
BTC,D,41,M FLOW,20150929 0000,20150929 0000,6135, ,CFS
BTC,D,41,M FLOW,20150930 0000,20150930 0000,6094, ,CFS
BTC,D,41,M FLOW,20151001 0000,20151001 0000,6014, ,CFS
BTC,D,41,M FLOW,20151002 0000,20151002 0000,6079, ,CFS
BTC,D,41,M FLOW,20151003 0000,20151003 0000,6092, ,CFS
BTC,D,41,M FLOW,20151004 0000,20151004 0000,5997, ,CFS
BTC,D,41,M FLOW,20151005 0000,20151005 0000,5941, ,CFS
BTC,D,41,M FLOW,20151006 0000,20151006 0000,5953, ,CFS
BTC,D,41,M FLOW,20151007 0000,20151007 0000,6012, ,CFS
BTC,D,41,M FLOW,20151008 0000,20151008 0000,6043, ,CFS
BTC,D,41,M FLOW,20151009 0000,20151009 0000,5984, ,CFS
BTC,D,41,M FLOW,20151010 0000,20151010 0000,5963, ,CFS
BTC,D,41,M FLOW,20151011 0000,20151011 0000,5964, ,CFS
BTC,D,41,M FLOW,20151012 0000,20151012 0000,5928, ,CFS
BTC,D,41,M FLOW,20151013 0000,20151013 0000,6064, ,CFS
BTC,D,41,M FLOW,20151014 0000,20151014 0000,6106, ,CFS
BTC,D,41,M FLOW,20151015 0000,20151015 0000,6049, ,CFS
BTC,D,41,M FLOW,20151016 0000,20151016 0000,6032, ,CFS
BTC,D,41,M FLOW,20151017 0000,20151017 0000,6004, ,CFS
BTC,D,41,M FLOW,20151018 0000,20151018 0000,6053, ,CFS
BTC,D,41,M FLOW,20151019 0000,20151019 0000,6081, ,CFS
BTC,D,41,M FLOW,20151020 0000,20151020 0000,6182, ,CFS
BTC,D,41,M FLOW,20151021 0000,20151021 0000,6055, ,CFS
BTC,D,41,M FLOW,20151022 0000,20151022 0000,5729, ,CFS
BTC,D,41,M FLOW,20151023 0000,20151023 0000,5542, ,CFS
BTC,D,41,M FLOW,20151024 0000,20151024 0000,5396, ,CFS
BTC,D,41,M FLOW,20151025 0000,20151025 0000,5274, ,CFS
BTC,D,41,M FLOW,20151026 0000,20151026 0000,5275, ,CFS
BTC,D,41,M FLOW,20151027 0000,20151027 0000,5201, ,CFS
BTC,D,41,M FLOW,20151028 0000,20151028 0000,5091, ,CFS
BTC,D,41,M FLOW,20151029 0000,20151029 0000,5112, ,CFS
BTC,D,41,M FLOW,20151030 0000,20151030 0000,5166, ,CFS
BTC,D,41,M FLOW,20151031 0000,20151031 0000,5067, ,CFS
BTC,D,41,M FLOW,20151101 0000,20151101 0000,4903, ,CFS
BTC,D,41,M FLOW,20151102 0000,20151102 0000,4969, ,CFS
BTC,D,41,M FLOW,20151103 0000,20151103 0000,4859, ,CFS
BTC,D,41,M FLOW,20151104 0000,20151104 0000,4795, ,CFS
BTC,D,41,M FLOW,20151105 0000,20151105 0000,4755, ,CFS
BTC,D,41,M FLOW,20151106 0000,20151106 0000,4787, ,CFS
BTC,D,41,M FLOW,20151107 0000,20151107 0000,4824, ,CFS
BTC,D,41,M FLOW,20151108 0000,20151108 0000,4857, ,CFS
BTC,D,41,M FLOW,20151109 0000,20151109 0000,4937, ,CFS
BTC,D,41,M FLOW,20151110 0000,20151110 0000,5076, ,CFS
BTC,D,41,M FLOW,20151111 0000,20151111 0000,5066, ,CFS
BTC,D,41,M FLOW,20151112 0000,20151112 0000,5007, ,CFS
BTC,D,41,M FLOW,20151113 0000,20151113 0000,4925, ,CFS
BTC,D,41,M FLOW,20151114 0000,20151114 0000,4787, ,CFS
BTC,D,41,M FLOW,20151115 0000,20151115 0000,4731, ,CFS
BTC,D,41,M FLOW,20151116 0000,20151116 0000,4807, ,CFS
BTC,D,41,M FLOW,20151117 0000,20151117 0000,4714, ,CFS
BTC,D,41,M FLOW,20151118 0000,20151118 0000,4552, ,CFS
BTC,D,41,M FLOW,20151119 0000,20151119 0000,4512, ,CFS
BTC,D,41,M FLOW,20151120 0000,20151120 0000,4440, ,CFS
BTC,D,41,M FLOW,20151121 0000,20151121 0000,4403, ,CFS
BTC,D,41,M FLOW,20151122 0000,20151122 0000,4427, ,CFS
BTC,D,41,M FLOW,20151123 0000,20151123 0000,4470, ,CFS
BTC,D,41,M FLOW,20151124 0000,20151124 0000,4471, ,CFS
BTC,D,41,M FLOW,20151125 0000,20151125 0000,4482, ,CFS
BTC,D,41,M FLOW,20151126 0000,20151126 0000,4497, ,CFS
BTC,D,41,M FLOW,20151127 0000,20151127 0000,4461, ,CFS
BTC,D,41,M FLOW,20151128 0000,20151128 0000,4429, ,CFS
BTC,D,41,M FLOW,20151129 0000,20151129 0000,4423, ,CFS
BTC,D,41,M FLOW,20151130 0000,20151130 0000,4454, ,CFS
BTC,D,41,M FLOW,20151201 0000,20151201 0000,4471, ,CFS
BTC,D,41,M FLOW,20151202 0000,20151202 0000,4528, ,CFS
BTC,D,41,M FLOW,20151203 0000,20151203 0000,4557, ,CFS
BTC,D,41,M FLOW,20151204 0000,20151204 0000,4688, ,CFS
BTC,D,41,M FLOW,20151205 0000,20151205 0000,5010, ,CFS
BTC,D,41,M FLOW,20151206 0000,20151206 0000,5051, ,CFS
BTC,D,41,M FLOW,20151207 0000,20151207 0000,5205, ,CFS
BTC,D,41,M FLOW,20151208 0000,20151208 0000,5336, ,CFS
BTC,D,41,M FLOW,20151209 0000,20151209 0000,5261, ,CFS
BTC,D,41,M FLOW,20151210 0000,20151210 0000,5353, ,CFS
BTC,D,41,M FLOW,20151211 0000,20151211 0000,7920, ,CFS
BTC,D,41,M FLOW,20151212 0000,20151212 0000,7297, ,CFS
BTC,D,41,M FLOW,20151213 0000,20151213 0000,6285, ,CFS
BTC,D,41,M FLOW,20151214 0000,20151214 0000,8296, ,CFS
BTC,D,41,M FLOW,20151215 0000,20151215 0000,7857, ,CFS
BTC,D,41,M FLOW,20151216 0000,20151216 0000,6367, ,CFS
BTC,D,41,M FLOW,20151217 0000,20151217 0000,5817, ,CFS
BTC,D,41,M FLOW,20151218 0000,20151218 0000,5591, ,CFS
BTC,D,41,M FLOW,20151219 0000,20151219 0000,10401, ,CFS
BTC,D,41,M FLOW,20151220 0000,20151220 0000,12732, ,CFS
BTC,D,41,M FLOW,20151221 0000,20151221 0000,9484, ,CFS
BTC,D,41,M FLOW,20151222 0000,20151222 0000,18433, ,CFS
BTC,D,41,M FLOW,20151223 0000,20151223 0000,23839, ,CFS
BTC,D,41,M FLOW,20151224 0000,20151224 0000,13110, ,CFS
BTC,D,41,M FLOW,20151225 0000,20151225 0000,9386, ,CFS
BTC,D,41,M FLOW,20151226 0000,20151226 0000,7726, ,CFS
BTC,D,41,M FLOW,20151227 0000,20151227 0000,6631, ,CFS
BTC,D,41,M FLOW,20151228 0000,20151228 0000,5991, ,CFS
BTC,D,41,M FLOW,20151229 0000,20151229 0000,5637, ,CFS
BTC,D,41,M FLOW,20151230 0000,20151230 0000,5378, ,CFS
BTC,D,41,M FLOW,20151231 0000,20151231 0000,5185, ,CFS
BTC,D,41,M FLOW,20160101 0000,20160101 0000,5045, ,CFS
BTC,D,41,M FLOW,20160102 0000,20160102 0000,4938, ,CFS
BTC,D,41,M FLOW,20160103 0000,20160103 0000,4863, ,CFS
BTC,D,41,M FLOW,20160104 0000,20160104 0000,4821, ,CFS
BTC,D,41,M FLOW,20160105 0000,20160105 0000,5712, ,CFS
BTC,D,41,M FLOW,20160106 0000,20160106 0000,22056, ,CFS
BTC,D,41,M FLOW,20160107 0000,20160107 0000,24268, ,CFS
BTC,D,41,M FLOW,20160108 0000,20160108 0000,18142, ,CFS
BTC,D,41,M FLOW,20160109 0000,20160109 0000,10656, ,CFS
BTC,D,41,M FLOW,20160110 0000,20160110 0000,10795, ,CFS
BTC,D,41,M FLOW,20160111 0000,20160111 0000,11246, ,CFS
BTC,D,41,M FLOW,20160112 0000,20160112 0000,8586, ,CFS
BTC,D,41,M FLOW,20160113 0000,20160113 0000,8607, ,CFS
BTC,D,41,M FLOW,20160114 0000,20160114 0000,19666, ,CFS
BTC,D,41,M FLOW,20160115 0000,20160115 0000,20902, ,CFS
BTC,D,41,M FLOW,20160116 0000,20160116 0000,23326, ,CFS
BTC,D,41,M FLOW,20160117 0000,20160117 0000,24585, ,CFS
BTC,D,41,M FLOW,20160118 0000,20160118 0000,41821, ,CFS
BTC,D,41,M FLOW,20160119 0000,20160119 0000,56267, ,CFS
BTC,D,41,M FLOW,20160120 0000,20160120 0000,55545, ,CFS
BTC,D,41,M FLOW,20160121 0000,20160121 0000,41197, ,CFS
BTC,D,41,M FLOW,20160122 0000,20160122 0000,25564, ,CFS
BTC,D,41,M FLOW,20160123 0000,20160123 0000,30773, ,CFS
BTC,D,41,M FLOW,20160124 0000,20160124 0000,38460, ,CFS
BTC,D,41,M FLOW,20160125 0000,20160125 0000,31752, ,CFS
BTC,D,41,M FLOW,20160126 0000,20160126 0000,23800, ,CFS
BTC,D,41,M FLOW,20160127 0000,20160127 0000,17805, ,CFS
BTC,D,41,M FLOW,20160128 0000,20160128 0000,14452, ,CFS
BTC,D,41,M FLOW,20160129 0000,20160129 0000,13201, ,CFS
BTC,D,41,M FLOW,20160130 0000,20160130 0000,33829, ,CFS
BTC,D,41,M FLOW,20160131 0000,20160131 0000,36330, ,CFS
BTC,D,41,M FLOW,20160201 0000,20160201 0000,21850, ,CFS
BTC,D,41,M FLOW,20160202 0000,20160202 0000,16463, ,CFS
BTC,D,41,M FLOW,20160203 0000,20160203 0000,13762, ,CFS
BTC,D,41,M FLOW,20160204 0000,20160204 0000,12091, ,CFS
BTC,D,41,M FLOW,20160205 0000,20160205 0000,11002, ,CFS
BTC,D,41,M FLOW,20160206 0000,20160206 0000,10103, ,CFS
BTC,D,41,M FLOW,20160207 0000,20160207 0000,9330, ,CFS
BTC,D,41,M FLOW,20160208 0000,20160208 0000,8792, ,CFS
BTC,D,41,M FLOW,20160209 0000,20160209 0000,8432, ,CFS
BTC,D,41,M FLOW,20160210 0000,20160210 0000,8030, ,CFS
BTC,D,41,M FLOW,20160211 0000,20160211 0000,7845, ,CFS
BTC,D,41,M FLOW,20160212 0000,20160212 0000,7672, ,CFS
BTC,D,41,M FLOW,20160213 0000,20160213 0000,7470, ,CFS
BTC,D,41,M FLOW,20160214 0000,20160214 0000,7287, ,CFS
BTC,D,41,M FLOW,20160215 0000,20160215 0000,7098, ,CFS
BTC,D,41,M FLOW,20160216 0000,20160216 0000,7076, ,CFS
BTC,D,41,M FLOW,20160217 0000,20160217 0000,7123, ,CFS
BTC,D,41,M FLOW,20160218 0000,20160218 0000,7416, ,CFS
BTC,D,41,M FLOW,20160219 0000,20160219 0000,8949, ,CFS
BTC,D,41,M FLOW,20160220 0000,20160220 0000,9445, ,CFS
BTC,D,41,M FLOW,20160221 0000,20160221 0000,8978, ,CFS
BTC,D,41,M FLOW,20160222 0000,20160222 0000,8262, ,CFS
BTC,D,41,M FLOW,20160223 0000,20160223 0000,7814, ,CFS
BTC,D,41,M FLOW,20160224 0000,20160224 0000,7376, ,CFS
BTC,D,41,M FLOW,20160225 0000,20160225 0000,7008, ,CFS
BTC,D,41,M FLOW,20160226 0000,20160226 0000,6802, ,CFS
BTC,D,41,M FLOW,20160227 0000,20160227 0000,6786, ,CFS
BTC,D,41,M FLOW,20160228 0000,20160228 0000,6791, ,CFS
BTC,D,41,M FLOW,20160229 0000,20160229 0000,6707, ,CFS
BTC,D,41,M FLOW,20160301 0000,20160301 0000,6579, ,CFS
BTC,D,41,M FLOW,20160302 0000,20160302 0000,6453, ,CFS
BTC,D,41,M FLOW,20160303 0000,20160303 0000,6339, ,CFS
BTC,D,41,M FLOW,20160304 0000,20160304 0000,6461, ,CFS
BTC,D,41,M FLOW,20160305 0000,20160305 0000,6987, ,CFS
BTC,D,41,M FLOW,20160306 0000,20160306 0000,23310, ,CFS
BTC,D,41,M FLOW,20160307 0000,20160307 0000,40475, ,CFS
BTC,D,41,M FLOW,20160308 0000,20160308 0000,40744, ,CFS
BTC,D,41,M FLOW,20160309 0000,20160309 0000,25671, ,CFS
BTC,D,41,M FLOW,20160310 0000,20160310 0000,23298, ,CFS
BTC,D,41,M FLOW,20160311 0000,20160311 0000,40692, ,CFS
BTC,D,41,M FLOW,20160312 0000,20160312 0000,57690, ,CFS
BTC,D,41,M FLOW,20160313 0000,20160313 0000,62518, ,CFS
BTC,D,41,M FLOW,20160314 0000,20160314 0000,62090, ,CFS
BTC,D,41,M FLOW,20160315 0000,20160315 0000,58576, ,CFS
BTC,D,41,M FLOW,20160316 0000,20160316 0000,39504, ,CFS
BTC,D,41,M FLOW,20160317 0000,20160317 0000,30100, ,CFS
BTC,D,41,M FLOW,20160318 0000,20160318 0000,25552, ,CFS
BTC,D,41,M FLOW,20160319 0000,20160319 0000,30722, ,CFS
BTC,D,41,M FLOW,20160320 0000,20160320 0000,34070, ,CFS
BTC,D,41,M FLOW,20160321 0000,20160321 0000,35426, ,CFS
BTC,D,41,M FLOW,20160322 0000,20160322 0000,40629, ,CFS
BTC,D,41,M FLOW,20160323 0000,20160323 0000,37928, ,CFS
BTC,D,41,M FLOW,20160324 0000,20160324 0000,31345, ,CFS
BTC,D,41,M FLOW,20160325 0000,20160325 0000,26917, ,CFS
BTC,D,41,M FLOW,20160326 0000,20160326 0000,23630, ,CFS
BTC,D,41,M FLOW,20160327 0000,20160327 0000,20541, ,CFS
BTC,D,41,M FLOW,20160328 0000,20160328 0000,17271, ,CFS
BTC,D,41,M FLOW,20160329 0000,20160329 0000,14228, ,CFS
BTC,D,41,M FLOW,20160330 0000,20160330 0000,12529, ,CFS
BTC,D,41,M FLOW,20160331 0000,20160331 0000,11783, ,CFS
BTC,D,41,M FLOW,20160401 0000,20160401 0000,11291, ,CFS
BTC,D,41,M FLOW,20160402 0000,20160402 0000,10956, ,CFS
BTC,D,41,M FLOW,20160403 0000,20160403 0000,10611, ,CFS
BTC,D,41,M FLOW,20160404 0000,20160404 0000,10305, ,CFS
BTC,D,41,M FLOW,20160405 0000,20160405 0000,9889, ,CFS
BTC,D,41,M FLOW,20160406 0000,20160406 0000,9518, ,CFS
BTC,D,41,M FLOW,20160407 0000,20160407 0000,9201, ,CFS
BTC,D,41,M FLOW,20160408 0000,20160408 0000,9004, ,CFS
BTC,D,41,M FLOW,20160409 0000,20160409 0000,8999, ,CFS
BTC,D,41,M FLOW,20160410 0000,20160410 0000,9095, ,CFS
BTC,D,41,M FLOW,20160411 0000,20160411 0000,9167, ,CFS
BTC,D,41,M FLOW,20160412 0000,20160412 0000,8983, ,CFS
BTC,D,41,M FLOW,20160413 0000,20160413 0000,8819, ,CFS
BTC,D,41,M FLOW,20160414 0000,20160414 0000,8771, ,CFS
BTC,D,41,M FLOW,20160415 0000,20160415 0000,8558, ,CFS
BTC,D,41,M FLOW,20160416 0000,20160416 0000,8235, ,CFS
BTC,D,41,M FLOW,20160417 0000,20160417 0000,7946, ,CFS
BTC,D,41,M FLOW,20160418 0000,20160418 0000,7640, ,CFS
BTC,D,41,M FLOW,20160419 0000,20160419 0000,7149, ,CFS
BTC,D,41,M FLOW,20160420 0000,20160420 0000,6624, ,CFS
BTC,D,41,M FLOW,20160421 0000,20160421 0000,6379, ,CFS
BTC,D,41,M FLOW,20160422 0000,20160422 0000,6127, ,CFS
BTC,D,41,M FLOW,20160423 0000,20160423 0000,6655, ,CFS
BTC,D,41,M FLOW,20160424 0000,20160424 0000,6699, ,CFS
BTC,D,41,M FLOW,20160425 0000,20160425 0000,5977, ,CFS
BTC,D,41,M FLOW,20160426 0000,20160426 0000,5718, ,CFS
BTC,D,41,M FLOW,20160427 0000,20160427 0000,5321, ,CFS
BTC,D,41,M FLOW,20160428 0000,20160428 0000,4858, ,CFS
BTC,D,41,M FLOW,20160429 0000,20160429 0000,4889, ,CFS
BTC,D,41,M FLOW,20160430 0000,20160430 0000,4653, ,CFS
BTC,D,41,M FLOW,20160501 0000,20160501 0000,4437, ,CFS
BTC,D,41,M FLOW,20160502 0000,20160502 0000,4366, ,CFS
BTC,D,41,M FLOW,20160503 0000,20160503 0000,4142, ,CFS
BTC,D,41,M FLOW,20160504 0000,20160504 0000,3898, ,CFS
BTC,D,41,M FLOW,20160505 0000,20160505 0000,4078, ,CFS
BTC,D,41,M FLOW,20160506 0000,20160506 0000,4326, ,CFS
BTC,D,41,M FLOW,20160507 0000,20160507 0000,4541, ,CFS
BTC,D,41,M FLOW,20160508 0000,20160508 0000,5082, ,CFS
BTC,D,41,M FLOW,20160509 0000,20160509 0000,5428, ,CFS
BTC,D,41,M FLOW,20160510 0000,20160510 0000,5725, ,CFS
BTC,D,41,M FLOW,20160511 0000,20160511 0000,5794, ,CFS
BTC,D,41,M FLOW,20160512 0000,20160512 0000,5684, ,CFS
BTC,D,41,M FLOW,20160513 0000,20160513 0000,5293, ,CFS
BTC,D,41,M FLOW,20160514 0000,20160514 0000,5045, ,CFS
BTC,D,41,M FLOW,20160515 0000,20160515 0000,4883, ,CFS
BTC,D,41,M FLOW,20160516 0000,20160516 0000,4795, ,CFS
BTC,D,41,M FLOW,20160517 0000,20160517 0000,4702, ,CFS
BTC,D,41,M FLOW,20160518 0000,20160518 0000,4607, ,CFS
BTC,D,41,M FLOW,20160519 0000,20160519 0000,4585, ,CFS
BTC,D,41,M FLOW,20160520 0000,20160520 0000,4445, ,CFS
BTC,D,41,M FLOW,20160521 0000,20160521 0000,4499, ,CFS
BTC,D,41,M FLOW,20160522 0000,20160522 0000,4727, ,CFS
BTC,D,41,M FLOW,20160523 0000,20160523 0000,5014, ,CFS
BTC,D,41,M FLOW,20160524 0000,20160524 0000,5060, ,CFS
BTC,D,41,M FLOW,20160525 0000,20160525 0000,4959, ,CFS
BTC,D,41,M FLOW,20160526 0000,20160526 0000,5005, ,CFS
BTC,D,41,M FLOW,20160527 0000,20160527 0000,4969, ,CFS
BTC,D,41,M FLOW,20160528 0000,20160528 0000,4711, ,CFS
BTC,D,41,M FLOW,20160529 0000,20160529 0000,4519, ,CFS
BTC,D,41,M FLOW,20160530 0000,20160530 0000,4493, ,CFS
BTC,D,41,M FLOW,20160531 0000,20160531 0000,4372, ,CFS
BTC,D,41,M FLOW,20160601 0000,20160601 0000,4166, ,CFS
BTC,D,41,M FLOW,20160602 0000,20160602 0000,4422, ,CFS
BTC,D,41,M FLOW,20160603 0000,20160603 0000,4981, ,CFS
BTC,D,41,M FLOW,20160604 0000,20160604 0000,5086, ,CFS
BTC,D,41,M FLOW,20160605 0000,20160605 0000,5103, ,CFS
BTC,D,41,M FLOW,20160606 0000,20160606 0000,5163, ,CFS
BTC,D,41,M FLOW,20160607 0000,20160607 0000,5250, ,CFS
BTC,D,41,M FLOW,20160608 0000,20160608 0000,5163, ,CFS
BTC,D,41,M FLOW,20160609 0000,20160609 0000,5176, ,CFS
BTC,D,41,M FLOW,20160610 0000,20160610 0000,5179, ,CFS
BTC,D,41,M FLOW,20160611 0000,20160611 0000,5037, ,CFS
BTC,D,41,M FLOW,20160612 0000,20160612 0000,5003, ,CFS
BTC,D,41,M FLOW,20160613 0000,20160613 0000,4869, ,CFS
BTC,D,41,M FLOW,20160614 0000,20160614 0000,4689, ,CFS
BTC,D,41,M FLOW,20160615 0000,20160615 0000,4573, ,CFS
BTC,D,41,M FLOW,20160616 0000,20160616 0000,4538, ,CFS
BTC,D,41,M FLOW,20160617 0000,20160617 0000,4621, ,CFS
BTC,D,41,M FLOW,20160618 0000,20160618 0000,5033, ,CFS
BTC,D,41,M FLOW,20160619 0000,20160619 0000,5896, ,CFS
BTC,D,41,M FLOW,20160620 0000,20160620 0000,6261, ,CFS
BTC,D,41,M FLOW,20160621 0000,20160621 0000,6388, ,CFS
BTC,D,41,M FLOW,20160622 0000,20160622 0000,6278, ,CFS
BTC,D,41,M FLOW,20160623 0000,20160623 0000,6093, ,CFS
BTC,D,41,M FLOW,20160624 0000,20160624 0000,6033, ,CFS
BTC,D,41,M FLOW,20160625 0000,20160625 0000,6012, ,CFS
BTC,D,41,M FLOW,20160626 0000,20160626 0000,5732, ,CFS
BTC,D,41,M FLOW,20160627 0000,20160627 0000,5604, ,CFS
BTC,D,41,M FLOW,20160628 0000,20160628 0000,5420, ,CFS
BTC,D,41,M FLOW,20160629 0000,20160629 0000,5288, ,CFS
BTC,D,41,M FLOW,20160630 0000,20160630 0000,5142, ,CFS
BTC,D,41,M FLOW,20160701 0000,20160701 0000,5055, ,CFS
BTC,D,41,M FLOW,20160702 0000,20160702 0000,5376, ,CFS
